Symbol,Date,Cash and cash equivalents,Short-term investments,Cash and short-term investments,Receivables,Inventories,Total current assets,Property Plant & Equipment Net,Goodwill and Intangible Assets,Long-term investments,Tax assets,Total non-current assets,Total assets,Payables,Short-term debt,Total current liabilities,Long-term debt,Total debt,Deferred revenue,Tax Liabilities,Deposit Liabilities,Total non-current liabilities,Total liabilities,Other comprehensive income,Retained earnings (deficit),Total shareholders equity,Investments,Net Debt,Other Assets,Other Liabilities
CSCO,2018-07-28,8934000000,37614000000,46548000000,5554000000,1846000000,61837000000,3006000000,34258000000,4882000000,3219000000,46947000000,1.08784E+11,1904000000,5238000000,27035000000,20331000000,25569000000,11490000000,1004000000,0,38545000000,65580000000,42819999999.999,1233000000,43204000000,42496000000,16635000000,0,0
CSCO,2017-07-29,11708000000,58784000000,70492000000,5146000000,1616000000,83703000000,3322000000,32305000000,4738000000,4239000000,46115000000,1.29818E+11,1385000000,7992000000,27583000000,25725000000,33717000000,10821000000,98000000,0,36098000000,63681000000,45252999999.999,20838000000,66137000000,63522000000,22009000000,0,0
CSCO,2016-07-30,7631000000,58125000000,65756000000,5847000000,1217000000,78719000000,3506000000,29126000000,4158000000,4299000000,42933000000,1.21652E+11,1056000000,4160000000,24911000000,24483000000,28643000000,10155000000,517000000,0,33156000000,58066000000,44515999999.999,19396000000,63586000000,62283000000,21012000000,0,-1000000
CSCO,2015-07-25,6877000000,53539000000,60416000000,5344000000,1627000000,76283000000,3332000000,26845000000,3858000000,2915000000,37198000000,1.13481E+11,1104000000,3897000000,23623000000,21457000000,25354000000,9824000000,62000000,0,30151000000,53783000000,43591999999.999,16045000000,59698000000,57397000000,18477000000,0,9000000
CSCO,2014-07-26,6726000000,45348000000,52074000000,5157000000,1591000000,67114000000,3252000000,27519000000,3918000000,2808000000,38020000000,1.05134E+11,1032000000,508000000,19809000000,20401000000,20909000000,9478000000,159000000,0,28664000000,48480000000,41883999999.999,14093000000,56654000000,49266000000,14183000000,0,7000000
CSCO,2013-07-27,7925000000,42685000000,50610000000,5470000000,1476000000,65521000000,3322000000,25322000000,3911000000,2616000000,35670000000,1.01191E+11,1029000000,3283000000,22192000000,12928000000,16211000000,9262000000,192000000,0,19871000000,42071000000,42296999999.999,16215000000,59120000000,46596000000,8286000000,0,8000000
CSCO,2012-07-28,9799000000,38917000000,48716000000,4369000000,1663000000,61933000000,3402000000,18957000000,3585000000,2294000000,29826000000,91759000000,859000000,31000000,17731000000,16297000000,16328000000,8852000000,276000000,0,22727000000,40473000000,39270999999.999,11354000000,51286000000,42502000000,6529000000,0,15000000
CSCO,2011-07-30,7662000000,36923000000,44585000000,4698000000,1486000000,57231000000,3916000000,19359000000,3488000000,2410000000,29864000000,87095000000,876000000,588000000,17506000000,16234000000,16822000000,8025000000,120000000,0,22330000000,39869000000,38647999999.999,7284000000,47226000000,40411000000,9160000000,0,33000000
CSCO,2010-07-31,4581000000,35280000000,39861000000,4929000000,1327000000,51421000000,3941000000,19948000000,0,2126000000,29709000000,81130000000,895000000,3096000000,19233000000,12188000000,15284000000,7664000000,90000000,0,17612000000,36863000000,0,5851000000,44267000000,35280000000,10703000000,0,18000000
CSCO,2009-07-25,5718000000,29283000000,35001000000,3177000000,1074000000,23951000000,4043000000,14627000000,0,2320000000,15796000000,68128000000,675000000,0,13655000000,10295000000,10295000000,9393000000,2173000000,0,15796000000,29451000000,435000000,3868000000,38647000000,29283000000,-24706000000,4925000000,12980000000
CVX,2019-12-31,6911000000,63000000,6974000000,13325000000,5848000000,28329000000,51359000000,0,38688000000,4178000000,2.09099E+11,2.37428E+11,14103000000,3282000000,26530000000,282000000,3564000000,0,1554000000,0,13970000000,93215000000,0,1.74945E+11,1.44213E+11,38751000000,-3347000000,0,52715000000
CVX,2018-12-31,9342000000,53000000,9395000000,15050000000,5704000000,34021000000,1.69207E+11,0,35546000000,0,2.19842E+11,2.53863E+11,13953000000,5726000000,27171000000,28733000000,34459000000,0,1628000000,0,44654000000,99309000000,0,1.80987E+11,1.54554E+11,35599000000,25117000000,0,27484000000
CVX,2017-12-31,4813000000,9000000,4822000000,15353000000,5585000000,28560000000,1.77712E+11,0,32497000000,0,2.25246E+11,2.53806E+11,14565000000,5192000000,27737000000,33477000000,38669000000,0,1600000000,0,48129000000,1.05682E+11,0,1.74106E+11,1.48124E+11,32506000000,33856000000,0,29816000000
CVX,2016-12-31,6988000000,13000000,7001000000,14092000000,5419000000,29619000000,1.82186E+11,0,30250000000,0,2.30459E+11,2.60078E+11,13986000000,10840000000,31785000000,35193000000,46033000000,0,1050000000,0,52709000000,1.14522E+11,0,1.73046E+11,1.45556E+11,30263000000,39045000000,0,30028000000
CVX,2015-12-31,11022000000,310000000,11332000000,12860000000,6334000000,35347000000,1.88396E+11,0,27110000000,0,2.30756E+11,2.66103E+11,13516000000,4928000000,26464000000,33584000000,38512000000,0,2069000000,0,54273000000,1.13387E+11,0,1.81578E+11,1.52716E+11,27420000000,27490000000,0,32650000000
CVX,2014-12-31,12785000000,422000000,13207000000,16736000000,6505000000,42232000000,1.83173E+11,0,26912000000,-18065000000,2.23794E+11,2.66026E+11,19000000000,3790000000,31926000000,23960000000,27750000000,0,2575000000,0,45880000000,1.10998E+11,0,1.84987E+11,1.55028E+11,27334000000,14965000000,0,33192000000
CVX,2013-12-31,16245000000,263000000,16508000000,21622000000,6380000000,50250000000,1.64829E+11,0,25502000000,-17589000000,2.03503E+11,2.53753E+11,22815000000,374000000,33018000000,19960000000,20334000000,0,3092000000,0,41261000000,1.0464E+11,0,1.73677E+11,1.49113E+11,25765000000,4089000000,0,30361000000
CVX,2012-12-31,20939000000,266000000,21205000000,20997000000,6144000000,55720000000,1.41348E+11,0,23718000000,-14243000000,1.77262E+11,2.32982E+11,22776000000,127000000,34212000000,11966000000,12093000000,0,4341000000,0,29638000000,96458000000,0,1.5973E+11,1.36524E+11,23984000000,-8846000000,0,32608000000
CVX,2011-12-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CVX,2010-12-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3507000000,0,0,0,3507000000,0,0,3507000000,0,0,-3507000000,0,0,0,0
CVX,2009-12-31,8716000000,106000000,8822000000,19985000000,5529000000,37216000000,96468000000,4618000000,21158000000,0,127405000000,164621000000,16437000000,384000000,26211000000,10130000000,10514000000,0,15536000000,0,45849000000,72060000000,-4321000000,106289000000,91914000000,21264000000,1692000000,2880000000,9390000000
DIS,2019-09-28,5418000000,0,5418000000,0,1649000000,28124000000,31603000000,1.03508E+11,0,0,1.6586E+11,1.93984E+11,17762000000,8857000000,31341000000,38129000000,46986000000,4722000000,0,0,59791000000,1.05107E+11,52999999999.99,42494000000,88877000000,0,41568000000,0,13975000000
DIS,2018-09-29,4150000000,0,4150000000,9334000000,1392000000,16825000000,29540000000,38081000000,2899000000,0,81773000000,98598000000,9479000000,3790000000,17860000000,17084000000,20874000000,4591000000,3109000000,0,27906000000,45766000000,-3097000000,82679000000,48773000000,2899000000,16724000000,1949000000,4591000000
DIS,2017-09-30,4017000000,0,4017000000,8633000000,1373000000,15889000000,28406000000,38421000000,3202000000,0,79900000000,95789000000,8855000000,6172000000,19595000000,19119000000,25291000000,4568000000,4480000000,0,31190000000,50785000000,-3528000000,72606000000,41315000000,3202000000,21274000000,1866000000,4568000000
DIS,2016-10-01,4610000000,0,4610000000,9065000000,1390000000,16966000000,27349000000,34759000000,4280000000,0,75067000000,92033000000,9130000000,3687000000,16842000000,16483000000,20170000000,4025000000,3679000000,0,27868000000,44710000000,-3979000000,66088000000,43265000000,4280000000,15560000000,1901000000,4025000000
DIS,2015-10-03,4269000000,0,4269000000,8019000000,1571000000,16758000000,25179000000,34998000000,2643000000,767000000,71424000000,88182000000,7844000000,4563000000,16334000000,12773000000,17336000000,3927000000,4051000000,0,23193000000,39527000000,-2421000000,59028000000,44525000000,2643000000,13067000000,2899000000,3927000000
DIS,2014-09-27,3421000000,0,3421000000,7822000000,1574000000,15169000000,23332000000,35315000000,2696000000,497000000,68972000000,84141000000,7595000000,2164000000,13292000000,12631000000,14795000000,3533000000,4098000000,0,22671000000,35963000000,-1968000000,53734000000,44958000000,2696000000,11374000000,2352000000,3533000000
DIS,2013-09-28,3931000000,0,3931000000,6967000000,1487000000,14109000000,22380000000,34694000000,2849000000,485000000,67132000000,81241000000,6803000000,1512000000,11704000000,12776000000,14288000000,3389000000,4050000000,0,21387000000,33091000000,-1187000000,47758000000,45429000000,2849000000,10357000000,1724000000,3389000000
DIS,2012-09-29,3387000000,0,3387000000,6540000000,1537000000,13709000000,21512000000,30125000000,2723000000,765000000,61189000000,74898000000,6393000000,3614000000,12813000000,10697000000,14311000000,2806000000,2251000000,0,20127000000,32940000000,-3266000000,42965000000,39759000000,2723000000,10924000000,2245000000,2806000000
DIS,2011-10-01,3185000000,0,3185000000,6182000000,1595000000,13757000000,19695000000,29266000000,2435000000,1487000000,58367000000,72124000000,6362000000,3055000000,12088000000,10922000000,13977000000,2671000000,2866000000,0,20583000000,32671000000,-2630000000,38375000000,37385000000,2435000000,10792000000,2795000000,2671000000
DIS,2010-10-02,2722000000,0,2722000000,5784000000,1442000000,12225000000,17806000000,29181000000,2513000000,1018000000,56981000000,69206000000,6109000000,2350000000,11000000000,10130000000,12480000000,2541000000,2630000000,0,18864000000,29864000000,-1881000000,34327000000,37519000000,2513000000,9758000000,2277000000,2541000000
DIS,2009-10-03,3417000000,0,3417000000,4854000000,1271000000,51228000000,17597000000,23930000000,2554000000,1140000000,18758000000,63117000000,5616000000,1206000000,8934000000,11495000000,12701000000,2112000000,1819000000,0,18758000000,27692000000,-1644000000,31033000000,33734000000,2554000000,9284000000,2347000000,2112000000
FB,2019-12-31,19079000000,35776000000,54855000000,9518000000,0,66225000000,9460000000,19609000000,0,5453000000,67151000000,1.33376E+11,1363000000,800000000,15053000000,9524000000,10324000000,269000000,624000000,0,18308000000,32322000000,45851000000,55692000000,1.01054E+11,35776000000,-8755000000,0,0
FB,2018-12-31,10019000000,31095000000,41114000000,7587000000,0,50480000000,24683000000,19595000000,0,2803000000,46854000000,97334000000,820000000,0,7017000000,0,0,147000000,491000000,0,6863000000,13207000000,42906000000,41981000000,84127000000,31095000000,-10019000000,0,0
FB,2017-12-31,8079000000,33632000000,41711000000,5832000000,0,48563000000,13721000000,20105000000,0,2268000000,35961000000,84524000000,380000000,0,3760000000,0,0,98000000,230000000,0,7436000000,10177000000,40584000000,33990000000,74347000000,33632000000,-8079000000,0,0
FB,2016-12-31,8903000000,20546000000,29449000000,3993000000,0,34401000000,8591000000,20657000000,0,2452000000,30560000000,64961000000,302000000,0,2875000000,0,0,90000000,3309000000,0,2892000000,5767000000,38227000000,21670000000,59194000000,20546000000,-8903000000,0,0
FB,2015-12-31,4907000000,13527000000,18434000000,2559000000,0,21652000000,5687000000,21272000000,0,1370000000,27755000000,49407000000,196000000,7000000,1925000000,107000000,114000000,56000000,3017000000,0,3371000000,5189000000,34886000000,9787000000,44218000000,13527000000,-4793000000,0,0
FB,2014-12-31,4315000000,6884000000,11199000000,1678000000,0,13670000000,3967000000,21910000000,0,601000000,26514000000,40184000000,176000000,114000000,1424000000,119000000,233000000,66000000,1682000000,0,2783000000,4088000000,30225000000,6099000000,36096000000,6884000000,-4082000000,0,0
FB,2013-12-31,3323000000,8126000000,11449000000,1109000000,0,13070000000,2882000000,1722000000,0,51000000,4825000000,17895000000,87000000,239000000,1100000000,0,239000000,38000000,1316000000,0,1325000000,2425000000,12297000000,3159000000,15470000000,8126000000,-3084000000,0,0
FB,2012-12-31,2384000000,7242000000,9626000000,719000000,0,11267000000,2391000000,1388000000,0,451000000,3836000000,15103000000,65000000,365000000,1052000000,1500000000,1865000000,30000000,164000000,0,2296000000,3348000000,10094000000,1659000000,11755000000,7242000000,-519000000,0,0
FB,2011-12-31,1512000000,2396000000,3908000000,547000000,0,4604000000,1475000000,162000000,0,0,1727000000,6331000000,234000000,279000000,899000000,398000000,677000000,90000000,0,0,533000000,1432000000,-6000000,1606000000,4899000000,2396000000,-3231000000,149000000,386000000
FB,2010-12-31,1785000000,0,1785000000,373000000,0,2246000000,574000000,96000000,0,0,744000000,2990000000,104000000,106000000,389000000,367000000,473000000,42000000,0,0,439000000,828000000,-6000000,606000000,2162000000,0,-1312000000,88000000,179000000
GOOG,2019-12-31,18498000000,1.01177E+11,1.19675E+11,25326000000,999000000,1.52578E+11,10941000000,22603000000,13078000000,721000000,1.23331E+11,2.75909E+11,5561000000,358000000,45221000000,4554000000,4912000000,1908000000,274000000,0,9147000000,74467000000,50551999999.999,1.52122E+11,2.01442E+11,1.14255E+11,-13586000000,0,20099000000
GOOG,2018-12-01,16701000000,92439000000,1.0914E+11,20838000000,1107000000,1.35676E+11,59719000000,20108000000,13859000000,737000000,97116000000,2.32792E+11,4378000000,396000000,34620000000,4012000000,4408000000,1784000000,69000000,0,9217000000,55164000000,45048999999.999,1.34885E+11,1.77628E+11,1.06298E+11,-12293000000,0,11327000000
GOOG,2018-12-01,16701000000,92439000000,92439000000,20838000000,1107000000,135676000000,59719000000,20108000000,13859000000,737000000,97116000000,232792000000,4378000000,0,34620000000,3950000000,3950000000,396000000,1264000000,,20544000000,55164000000,-2306000000,134885000000,177628000000,13859000000,-12751000000,7284000000,36859000000
GOOG,2017-12-31,10715000000,91156000000,1.01871E+11,18336000000,749000000,1.24308E+11,42383000000,19439000000,7813000000,680000000,72987000000,1.97295E+11,3137000000,0,24183000000,3969000000,3969000000,1432000000,881000000,0,7798000000,44793000000,40246999999.999,1.13247E+11,1.52502E+11,98969000000,-6746000000,0,12812000000
GOOG,2017-12-01,10715000000,91156000000,91156000000,18336000000,749000000,124308000000,42383000000,19439000000,7813000000,680000000,72987000000,197295000000,3137000000,0,24183000000,3943000000,3943000000,340000000,430000000,,20610000000,44793000000,-992000000,113247000000,152502000000,7813000000,-6772000000,6024000000,29140000000
GOOG,2016-12-31,12918000000,73415000000,86333000000,14137000000,268000000,1.05408E+11,34234000000,19775000000,5878000000,95000000,62089000000,1.67497E+11,2041000000,0,16756000000,3935000000,3935000000,1099000000,554000000,0,7028000000,28461000000,36306999999.999,1.05131E+11,1.39036E+11,79293000000,-8983000000,0,4677000000
GOOG,2016-12-01,12918000000,73415000000,73415000000,14137000000,268000000,105408000000,34234000000,19775000000,5878000000,383000000,62089000000,167497000000,2041000000,0,16756000000,3935000000,3935000000,202000000,226000000,,11705000000,28461000000,-2402000000,105131000000,139036000000,5878000000,-8983000000,1914000000,16206000000
GOOG,2015-12-31,16549000000,56517000000,73066000000,11556000000,0,90114000000,29016000000,19716000000,5183000000,1903000000,57347000000,1.47461E+11,1931000000,3225000000,19310000000,1995000000,5220000000,788000000,302000000,0,4157000000,27130000000,32981313000,89223000000,1.20331E+11,61700000000,-11329000000,0,3663000000
GOOG,2015-12-01,16549000000,56517000000,56517000000,11556000000,0,90114000000,29016000000,19716000000,5183000000,251000000,57347000000,147461000000,1931000000,3000000000,19310000000,1995000000,1995000000,151000000,189000000,,7820000000,27130000000,-1874000000,89223000000,120331000000,5183000000,-11554000000,5534000000,11452000000
GOOG,2014-12-01,18347000000,46048000000,46048000000,9383000000,0,80685000000,23883000000,20206000000,3079000000,0,50448000000,131133000000,1715000000,1999000000,16805000000,2992000000,2992000000,104000000,1971000000,,9828000000,26633000000,27000000,75706000000,104500000000,3079000000,-13356000000,5453000000,10372000000
GOOGL,2019-12-31,18498000000,1.01177E+11,1.19675E+11,25326000000,999000000,1.52578E+11,10941000000,22603000000,13078000000,721000000,1.23331E+11,2.75909E+11,5561000000,358000000,45221000000,4554000000,4912000000,1908000000,274000000,0,9147000000,74467000000,50551999999.999,1.52122E+11,2.01442E+11,1.14255E+11,-13586000000,0,20099000000
GOOGL,2018-12-31,16701000000,92439000000,1.0914E+11,20838000000,1107000000,1.35676E+11,59719000000,20108000000,13859000000,737000000,97116000000,2.32792E+11,4378000000,396000000,34620000000,4012000000,4408000000,1784000000,69000000,0,9217000000,55164000000,45048999999.999,1.34885E+11,1.77628E+11,1.06298E+11,-12293000000,0,11327000000
GOOGL,2017-12-31,10715000000,91156000000,1.01871E+11,18336000000,749000000,1.24308E+11,42383000000,19439000000,7813000000,680000000,72987000000,1.97295E+11,3137000000,0,24183000000,3969000000,3969000000,1432000000,881000000,0,7798000000,44793000000,40246999999.999,1.13247E+11,1.52502E+11,98969000000,-6746000000,0,12812000000
GOOGL,2016-12-31,12918000000,73415000000,86333000000,14137000000,268000000,1.05408E+11,34234000000,19775000000,5878000000,95000000,62089000000,1.67497E+11,2041000000,0,16756000000,3935000000,3935000000,1099000000,554000000,0,7028000000,28461000000,36306999999.999,1.05131E+11,1.39036E+11,79293000000,-8983000000,0,4677000000
GOOGL,2015-12-31,16549000000,56517000000,73066000000,11556000000,0,90114000000,29016000000,19716000000,5183000000,1903000000,57347000000,1.47461E+11,1931000000,3225000000,19310000000,1995000000,5220000000,788000000,302000000,0,4157000000,27130000000,32981313000,89223000000,1.20331E+11,61700000000,-11329000000,0,3663000000
GOOGL,2014-12-31,18347000000,46048000000,64395000000,10258000000,0,78656000000,23883000000,20206000000,3079000000,767000000,50531000000,129187000000,4493000000,2009000000,16779000000,3228000000,5237000000,2808000000,4194000000,0,8548000000,25327000000,27000000,75066000000,103860000000,49127000000,-59158000000,4003000000,10277000000
GOOGL,2013-12-31,18898000000,39819000000,58717000000,8982000000,0,72886000000,16524000000,17558000000,1976000000,1934000000,38034000000,110920000000,3827000000,3009000000,15908000000,2236000000,5245000000,2930000000,4609000000,0,7703000000,23611000000,125000000,61262000000,87309000000,41795000000,-53472000000,5187000000,9072000000
GOOGL,2012-12-31,14778000000,33310000000,48088000000,8585000000,505000000,60454000000,11854000000,18010000000,1469000000,1144000000,33344000000,93798000000,3685000000,2549000000,14337000000,2988000000,5537000000,2466000000,4158000000,0,7746000000,22083000000,538000000,48342000000,71715000000,34779000000,-42551000000,3276000000,8103000000
GOOGL,2011-12-31,9983000000,34643000000,44626000000,6172000000,35000000,52758000000,9603000000,8924000000,790000000,215000000,19816000000,72574000000,2595000000,1218000000,8913000000,2986000000,4204000000,1759000000,2177000000,0,5516000000,14429000000,276000000,37605000000,58145000000,35433000000,-40422000000,1925000000,5100000000
GOOGL,2010-12-31,13630000000,21345000000,34975000000,5002000000,0,41562000000,7759000000,7300000000,523000000,524000000,16289000000,57851000000,2844000000,3465000000,9996000000,0,3465000000,1314000000,1237000000,0,1614000000,11610000000,138000000,27868000000,46241000000,21868000000,-31510000000,1585000000,3687000000
GOOGL,2009-12-31,10198000000,14287000000,24485000000,3178000000,0,29167000000,4845000000,5678000000,129000000,930000000,11330000000,40497000000,216000000,0,2747000000,0,0,1021000000,1392000000,0,1746000000,4493000000,105000000,20082000000,36004000000,14416000000,-24485000000,1504000000,2531000000
HD,2020-02-02,2133000000,0,2133000000,2106000000,14531000000,19810000000,5595000000,0,0,2451000000,31426000000,51236000000,7787000000,1839000000,18375000000,28670000000,30509000000,2116000000,55000000,0,30911000000,54352000000,0,51729000000,-3116000000,0,28376000000,0,5066000000
HD,2019-02-03,1778000000,0,1778000000,1936000000,13925000000,18529000000,22375000000,0,0,941000000,25474000000,44003000000,7755000000,1056000000,16716000000,26807000000,27863000000,1782000000,11000000,0,29165000000,45881000000,0,46423000000,-1878000000,0,26085000000,0,0
HD,2018-01-28,3595000000,0,3595000000,1952000000,12748000000,18933000000,22075000000,0,0,952000000,25596000000,44529000000,7244000000,1202000000,16194000000,24267000000,25469000000,1805000000,54000000,0,26881000000,43075000000,0,39935000000,1454000000,0,21874000000,0,0
HD,2017-01-29,2538000000,0,2538000000,2029000000,12549000000,17724000000,21914000000,0,0,1502000000,25242000000,42966000000,7000000000,542000000,14133000000,22349000000,22891000000,1669000000,25000000,0,24500000000,38633000000,0,35519000000,4333000000,0,20353000000,0,0
HD,2016-01-31,2216000000,0,2216000000,1890000000,11809000000,16993000000,22191000000,0,0,1479000000,25556000000,42549000000,6565000000,77000000,12526000000,20888000000,20965000000,1566000000,34000000,0,23707000000,36233000000,0,30973000000,6316000000,0,18749000000,0,0
HD,2015-02-01,1723000000,0,1723000000,1484000000,11079000000,15302000000,22720000000,0,0,1464000000,24644000000,39946000000,5807000000,38000000,11269000000,16869000000,16907000000,1468000000,35000000,0,19355000000,30624000000,0,26995000000,9322000000,0,15184000000,0,0
HD,2014-02-02,1929000000,0,1929000000,1398000000,11057000000,15279000000,23348000000,0,0,1636000000,25239000000,40518000000,5797000000,33000000,10749000000,14691000000,14724000000,1337000000,12000000,0,17247000000,27996000000,0,23180000000,12522000000,0,12795000000,0,0
HD,2013-02-03,2494000000,0,2494000000,1395000000,10710000000,15372000000,24069000000,0,140000000,1548000000,25712000000,41084000000,5376000000,1321000000,11462000000,9475000000,10796000000,1270000000,22000000,0,11845000000,23307000000,0,20038000000,17777000000,140000000,8302000000,0,0
HD,2012-01-29,1987000000,0,1987000000,1245000000,10325000000,14520000000,24448000000,0,135000000,971000000,25998000000,40518000000,4856000000,30000000,9376000000,10758000000,10788000000,1147000000,23000000,0,13244000000,22620000000,272000000,17246000000,17898000000,135000000,8801000000,0,0
HD,2011-01-30,545000000,0,545000000,1085000000,10625000000,13479000000,25060000000,0,139000000,548000000,26646000000,40125000000,4717000000,1042000000,10122000000,8707000000,9749000000,1177000000,13000000,0,11114000000,21236000000,3363000000,14995000000,18889000000,139000000,9204000000,0,0
HD,2010-01-31,1421000000,6000000,1427000000,964000000,10188000000,13900000000,25550000000,0,33000000,0,26977000000,40877000000,4863000000,1020000000,10363000000,8662000000,9682000000,1158000000,108000000,0,11121000000,21484000000,5719000000,13226000000,19393000000,39000000,8261000000,0,0
INTC,2019-12-28,4194000000,1082000000,5276000000,7659000000,8744000000,31239000000,55386000000,37103000000,3276000000,1209000000,1.05285E+11,1.36524E+11,4128000000,3693000000,22310000000,25308000000,29001000000,2041000000,575000000,0,31636000000,59020000000,25260999999.999,53523000000,77504000000,4358000000,24807000000,0,5074000000
INTC,2018-12-29,3019000000,2788000000,5807000000,6722000000,7253000000,28787000000,48976000000,36349000000,3388000000,1122000000,99176000000,1.27963E+11,3824000000,1261000000,16626000000,25098000000,26359000000,0,366000000,0,31458000000,53400000000,25364999999.999,50172000000,74563000000,6176000000,23340000000,0,5316000000
INTC,2017-12-30,3433000000,1814000000,5247000000,5607000000,6983000000,29500000000,41109000000,37134000000,3712000000,840000000,93749000000,1.23249E+11,2928000000,1776000000,17421000000,25037000000,26813000000,1656000000,1392000000,0,35943000000,54230000000,26073999999.999,42083000000,69019000000,5526000000,23380000000,0,866000000
INTC,2016-12-31,5560000000,3225000000,8785000000,4690000000,5553000000,35508000000,36171000000,23593000000,4716000000,907000000,77819000000,1.13327E+11,2475000000,4634000000,20302000000,20649000000,25283000000,1718000000,329000000,0,25982000000,47101000000,25372999999.999,40747000000,66226000000,7941000000,19723000000,0,817000000
INTC,2015-12-26,15308000000,2682000000,17990000000,4787000000,5167000000,40356000000,31858000000,15265000000,1891000000,2036000000,62709000000,1.03065E+11,2063000000,2634000000,15667000000,20036000000,22670000000,2188000000,272000000,0,25946000000,41980000000,23410999999.999,37614000000,61085000000,4573000000,7362000000,0,367000000
INTC,2014-12-27,2561000000,2430000000,4991000000,4427000000,4273000000,27730000000,33238000000,15307000000,2023000000,1958000000,64226000000,91956000000,2748000000,1604000000,16019000000,12107000000,13711000000,2205000000,443000000,0,19643000000,36091000000,21780999999.999,33418000000,55865000000,4453000000,11150000000,0,429000000
INTC,2013-12-28,5674000000,5972000000,11646000000,3582000000,4172000000,32084000000,31428000000,15663000000,1473000000,2594000000,60274000000,92358000000,2969000000,281000000,13568000000,13165000000,13446000000,0,542000000,0,20534000000,34102000000,21535999999.999,35477000000,58256000000,7445000000,7772000000,0,0
INTC,2012-12-29,8478000000,3999000000,12477000000,3833000000,4734000000,31358000000,27983000000,15945000000,493000000,2117000000,52993000000,84351000000,3023000000,312000000,12898000000,13136000000,13448000000,0,711000000,0,20250000000,33148000000,19463999999.999,32138000000,51203000000,4492000000,4970000000,0,0
INTC,2011-12-31,5065000000,5181000000,10246000000,3650000000,4096000000,25872000000,23627000000,15521000000,889000000,1700000000,45247000000,71119000000,2956000000,247000000,12028000000,7084000000,7331000000,0,212000000,0,13180000000,25208000000,0,29656000000,45911000000,6070000000,2266000000,0,0
INTC,2010-12-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTC,2009-12-26,3987000000,9933000000,13920000000,2273000000,2935000000,21157000000,17225000000,4421000000,4952000000,1216000000,31938000000,53095000000,1883000000,172000000,7591000000,2049000000,2221000000,593000000,748000000,0,3800000000,11391000000,393000000,26318000000,41704000000,14885000000,-11699000000,2029000000,5536000000
JNJ,2019-12-29,17305000000,1982000000,19287000000,14481000000,9020000000,45274000000,17658000000,81282000000,0,7819000000,1.12454E+11,1.57728E+11,8544000000,1202000000,35964000000,26494000000,27696000000,0,2266000000,0,44186000000,98257000000,0,1.10659E+11,59471000000,1982000000,10391000000,0,18107000000
JNJ,2018-12-31,18107000000,1580000000,19687000000,14098000000,8599000000,46033000000,17035000000,78064000000,0,7640000000,1.06921E+11,1.52954E+11,7537000000,2796000000,31230000000,27684000000,30480000000,0,818000000,0,43779000000,93202000000,0,1.06216E+11,59752000000,1580000000,12373000000,0,18193000000
JNJ,2018-12-30,18107000000,1580000000,19687000000,14098000000,8599000000,46033000000,17035000000,85134000000,0,7105000000,114215000000,152954000000,7537000000,3906000000,31230000000,27684000000,34581000000,0,18694000000,0,66606000000,93202000000,-13199000000,106216000000,59752000000,472000000,16285000000,3649000000,19321000000
JNJ,2017-12-31,17824000000,472000000,18296000000,13490000000,8765000000,43088000000,17005000000,85134000000,0,7105000000,1.14215E+11,1.57303E+11,7310000000,3906000000,30537000000,30675000000,34581000000,0,1854000000,0,48060000000,97143000000,0,1.01793E+11,60160000000,472000000,16757000000,0,18546000000
JNJ,2017-01-01,18972000000,22935000000,41907000000,11699000000,8144000000,65032000000,15912000000,49681000000,0,6148000000,76176000000,1.41208E+11,6918000000,4684000000,26287000000,22442000000,27126000000,0,971000000,0,34888000000,70790000000,0,1.10551E+11,70418000000,22935000000,8154000000,0,9615000000
JNJ,2016-01-03,13732000000,24644000000,38376000000,10734000000,8053000000,60210000000,15905000000,47393000000,0,5490000000,73201000000,1.33411E+11,6668000000,7004000000,27747000000,12857000000,19861000000,0,750000000,0,25660000000,62261000000,0,1.03879E+11,71150000000,24644000000,6129000000,0,8854000000
JNJ,2014-12-28,14523000000,18566000000,33089000000,10985000000,8184000000,59311000000,16126000000,49054000000,0,3396000000,71808000000,1.31119E+11,7633000000,3638000000,25085000000,15122000000,18760000000,0,500000000,0,26310000000,61367000000,0,97245000000,69752000000,18566000000,4237000000,0,9972000000
JNJ,2013-12-29,20927000000,8279000000,29206000000,11713000000,7878000000,56407000000,16710000000,50745000000,0,3872000000,76276000000,1.32683E+11,6266000000,4852000000,25675000000,13328000000,18180000000,0,770000000,0,25171000000,58630000000,0,89493000000,74053000000,8279000000,-2747000000,0,7784000000
JNJ,2012-12-30,14911000000,6178000000,21089000000,11309000000,7495000000,46116000000,16097000000,51176000000,0,4541000000,75231000000,1.21347E+11,5831000000,4676000000,24262000000,11489000000,16165000000,0,1064000000,0,23177000000,56521000000,0,85992000000,64826000000,6178000000,1254000000,0,9082000000
JNJ,2012-01-01,24542000000,7719000000,32261000000,10581000000,6285000000,54316000000,14739000000,34276000000,0,6540000000,59328000000,1.13644E+11,5725000000,6658000000,22811000000,12969000000,19627000000,0,854000000,0,25400000000,56564000000,0,81251000000,57080000000,7719000000,-4915000000,0,8353000000
