Symbol,Date,Cash and cash equivalents,Short-term investments,Cash and short-term investments,Receivables,Inventories,Total current assets,Property Plant & Equipment Net,Goodwill and Intangible Assets,Long-term investments,Tax assets,Total non-current assets,Total assets,Payables,Short-term debt,Total current liabilities,Long-term debt,Total debt,Deferred revenue,Tax Liabilities,Deposit Liabilities,Total non-current liabilities,Total liabilities,Other comprehensive income,Retained earnings (deficit),Total shareholders equity,Investments,Net Debt,Other Assets,Other Liabilities
ABDE,2009-11-27,999487000,904986000,1904473000,410879000,0,2473624000,388132000,4021977000,207239000,77417000,4808613000,7282237000,58904000,0,844553000,1000000000,1000000000,318293000,522648000,0,1547116000,2391669000,24446000,5299914000,4890568000,1112225000,-904473000,158272000,785649000
AMGN,2018-12-31,6945000000,22359000000,29304000000,3580000000,2940000000,37618000000,4958000000,22142000000,222000000,1183000000,28798000000,66416000000,1207000000,4419000000,13488000000,29510000000,33929000000,0,3061000000,0,31658000000,53916000000,31245999999.9999,-17977000000,12500000000,22581000000,26984000000,0,8770000000
AMGN,2017-12-31,3800000000,37878000000,41678000000,3237000000,2834000000,49476000000,4989000000,23370000000,0,1085000000,30478000000,79954000000,1352000000,1152000000,9020000000,34190000000,35342000000,0,2953000000,0,36594000000,54713000000,30991999999.9999,-5072000000,25241000000,37878000000,31542000000,0,9099000000
AMGN,2016-12-31,3241000000,34844000000,38085000000,3165000000,2745000000,46010000000,4961000000,25030000000,0,1408000000,31616000000,77626000000,917000000,4403000000,11204000000,30193000000,34596000000,0,2543000000,0,34128000000,47751000000,30783999999.9999,-438000000,29875000000,34844000000,31355000000,0,2419000000
AMGN,2015-12-31,4144000000,27238000000,31382000000,2995000000,2435000000,38518000000,4907000000,26428000000,0,1682000000,33058000000,71576000000,965000000,2250000000,8667000000,29306000000,31556000000,0,2114000000,0,34826000000,43493000000,30648999999.9999,-2086000000,28083000000,27238000000,27412000000,0,0
AMGN,2014-12-31,3731000000,23295000000,27026000000,2546000000,2647000000,34713000000,5223000000,27481000000,0,1600000000,34296000000,69009000000,1212000000,500000000,7008000000,30215000000,30715000000,0,1772000000,0,36223000000,43231000000,30409999999.9999,-4624000000,25778000000,23295000000,26984000000,0,0
AMGN,2013-12-31,3805000000,15596000000,19401000000,2697000000,3019000000,27367000000,5349000000,28230000000,0,1951000000,38758000000,66125000000,787000000,2505000000,7947000000,29623000000,32128000000,0,1415000000,0,39582000000,44029000000,29890999999.9999,-7634000000,22096000000,15596000000,28323000000,0,-3500000000
AMGN,2012-12-31,3257000000,20804000000,24061000000,2518000000,2744000000,31209000000,5326000000,16630000000,0,1392000000,23089000000,54298000000,905000000,2495000000,8191000000,24034000000,26529000000,0,1200000000,0,28664000000,35238000000,29336999999.9999,-10423000000,19060000000,20804000000,23272000000,0,-1617000000
AMGN,2011-12-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMGN,2010-12-31,0,0,0,0,0,0,0,0,0,0,0,0,0,2488000000,2488000000,0,2488000000,0,0,0,0,2488000000,0,0,-2488000000,0,2488000000,0,0
AMGN,2009-12-31,2884000000,10558000000,13442000000,2109000000,2220000000,18932000000,5738000000,13902000000,0,0,20697000000,39629000000,574000000,0,3873000000,10601000000,10601000000,0,0,0,13089000000,16962000000,45000000,-4322000000,22667000000,10558000000,-2841000000,1161000000,3299000000
AMZN,2019-12-31,36092000000,18929000000,55021000000,20816000000,20497000000,96334000000,72705000000,0,1500000000,11157000000,1.28914E+11,2.25248E+11,47183000000,1307000000,87812000000,23414000000,24721000000,8190000000,3900000000,0,38906000000,1.63188E+11,31821000000,31220000000,62060000000,20429000000,-11371000000,0,36470000000
AMZN,2018-12-31,31750000000,9500000000,41250000000,16677000000,17174000000,75101000000,61797000000,0,0,3784000000,87547000000,1.62648E+11,38192000000,1371000000,68391000000,23495000000,24866000000,6536000000,3414000000,0,53598000000,1.19099E+11,24954000000,19625000000,43549000000,9500000000,-6884000000,0,-2890000000
AMZN,2017-12-31,20522000000,10464000000,30986000000,13164000000,16047000000,60197000000,48866000000,0,0,2960000000,71113000000,1.3131E+11,34616000000,100000000,57883000000,24743000000,24843000000,5097000000,2309000000,0,47708000000,1.03601E+11,19552000000,8636000000,27709000000,10464000000,4321000000,0,-1990000000
AMZN,2016-12-31,19334000000,6647000000,25981000000,8339000000,11461000000,45781000000,29114000000,0,0,3074000000,37621000000,83402000000,25309000000,1056000000,43816000000,7694000000,8750000000,4768000000,1710000000,0,21192000000,64117000000,15349000000,4916000000,19285000000,6647000000,-10584000000,0,-891000000
AMZN,2015-12-31,15890000000,3918000000,19808000000,6423000000,10243000000,36474000000,21838000000,0,0,2343000000,28970000000,65444000000,20397000000,238000000,33899000000,8235000000,8473000000,3118000000,1181000000,0,19245000000,52060000000,11557000000,2545000000,13384000000,3918000000,-7417000000,0,-1084000000
AMZN,2014-12-31,14557000000,2859000000,17416000000,5612000000,8299000000,31327000000,16967000000,0,0,2106000000,23178000000,54505000000,16459000000,1520000000,28089000000,8265000000,9785000000,1823000000,710000000,0,16696000000,43764000000,9298000000,1949000000,10741000000,2859000000,-4772000000,0,-1021000000
AMZN,2013-12-31,8658000000,3789000000,12447000000,4767000000,7411000000,24625000000,10949000000,0,0,1465000000,15534000000,40159000000,15133000000,753000000,22980000000,3191000000,3944000000,1159000000,407000000,0,8004000000,30413000000,7736000000,2190000000,9746000000,3789000000,-4714000000,0,-571000000
AMZN,2012-12-31,8084000000,3364000000,11448000000,3364000000,6031000000,21296000000,7060000000,0,0,123000000,11259000000,32555000000,13318000000,579000000,19002000000,3084000000,3663000000,792000000,294000000,0,5922000000,24363000000,6510000000,1916000000,8192000000,3364000000,-4421000000,0,-561000000
AMZN,2011-12-31,5269000000,4307000000,9576000000,2571000000,4992000000,17490000000,4417000000,0,0,28000000,7788000000,25278000000,11145000000,129000000,14896000000,255000000,384000000,462000000,229000000,0,2625000000,17521000000,6113000000,1955000000,7757000000,4307000000,-4885000000,0,0
AMZN,2010-12-31,3777000000,4985000000,8762000000,1587000000,3202000000,13747000000,2414000000,0,0,22000000,5050000000,18797000000,8051000000,-218000000,10372000000,184000000,-34000000,461000000,213000000,0,1975000000,11933000000,5725000000,1324000000,6864000000,4985000000,-3811000000,0,-414000000
AMZN,2009-12-31,3444000000,2922000000,6366000000,988000000,2171000000,9797000000,1290000000,1234000000,0,290000000,4016000000,13813000000,5605000000,0,7364000000,0,0,0,0,0,1192000000,8556000000,-56000000,172000000,5257000000,2922000000,-6366000000,272000000,1759000000
BAC,2019-12-31,1.6156E+11,4.72197E+11,6.33757E+11,55937000000,0,6.89694E+11,10561000000,0,4.72197E+11,0,1.744385E+12,2.434079E+12,0,3941000000,3941000000,2.40856E+11,2.44797E+11,0,0,1.434803E+12,2.40856E+11,2.169269E+12,115123999999.99,1.56319E+11,2.6481E+11,9.44394E+11,83237000000,0,1.924472E+12
BAC,2018-12-31,1.77404E+11,4.41753E+11,6.19157E+11,65814000000,0,6.84971E+11,9906000000,0,4.41753E+11,0,1.669536E+12,2.354507E+12,0,1648000000,1648000000,2.2934E+11,2.30988E+11,0,0,1.381476E+12,2.2934E+11,2.089182E+12,141221999999.99,1.36314E+11,2.65325E+11,8.83506E+11,53584000000,0,1.858194E+12
BAC,2017-12-31,1.57434E+11,4.4013E+11,5.97564E+11,61623000000,0,6.59187E+11,9247000000,0,4.4013E+11,0,1.622047E+12,2.281234E+12,0,1494000000,1494000000,2.27402E+11,2.28896E+11,0,0,1.309545E+12,2.27402E+11,2.014088E+12,160411999999.99,1.13816E+11,2.67146E+11,8.8026E+11,71462000000,0,1.785192E+12
BAC,2016-12-31,1.47738E+11,4.30731E+11,5.78469E+11,58759000000,0,6.37228E+11,9139000000,71891000000,4.30731E+11,0,1.550474E+12,2.187702E+12,0,2024000000,2024000000,2.16823E+11,2.18847E+11,0,0,1.260934E+12,2.16823E+11,1.920862E+12,172257999999.99,1.0187E+11,2.6684E+11,8.61462E+11,71109000000,0,1.702015E+12
BAC,2015-12-31,1.59353E+11,4.07005E+11,5.66358E+11,58312000000,0,6.2467E+11,9485000000,73529000000,4.07005E+11,0,1.519646E+12,2.144316E+12,0,1325000000,1325000000,2.36764E+11,2.38089E+11,0,0,1.197259E+12,2.36764E+11,1.888111E+12,173314999999.99,88564000000,2.56205E+11,8.1401E+11,78736000000,0,1.650022E+12
BAC,2014-12-31,1.38589E+11,3.80461E+11,5.1905E+11,61845000000,0,5.80895E+11,10049000000,74389000000,3.80461E+11,0,1.523639E+12,2.104534E+12,0,2697000000,2697000000,2.43139E+11,2.45836E+11,0,0,1.118936E+12,2.43139E+11,1.861063E+12,172766999999.99,75024000000,2.43471E+11,7.60922E+11,1.07247E+11,0,1.615227E+12
BAC,2013-12-31,1.31322E+11,2.68795E+11,4.00117E+11,59448000000,0,4.59565E+11,10475000000,75418000000,11540000000,0,1.642708E+12,2.102273E+12,0,45999000000,45999000000,2.49674E+11,2.95673E+11,0,0,1.119271E+12,2.49674E+11,1.869588E+12,155845000000,72497000000,2.32685E+11,2.80335E+11,1.64351E+11,0,1.573915E+12
BAC,2012-12-31,1.10752E+11,2.86906E+11,3.97658E+11,71467000000,0,4.69125E+11,11858000000,76660000000,18694000000,0,1.740849E+12,2.209974E+12,0,30731000000,30731000000,2.75585E+11,3.06316E+11,0,0,1.105261E+12,2.75585E+11,1.973018E+12,164110000000,62843000000,2.36956E+11,3.056E+11,1.95564E+11,0,1.666702E+12
BAC,2011-12-31,1.20102E+11,2.76151E+11,3.96253E+11,66999000000,0,4.63252E+11,13637000000,77988000000,26004000000,0,1.665794E+12,2.129046E+12,0,35698000000,35698000000,3.72265E+11,4.07963E+11,0,0,1.033041E+12,3.72265E+11,1.898945E+12,162218000000,60520000000,2.30101E+11,3.02155E+11,2.87861E+11,0,1.490982E+12
BAC,2010-12-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BAC,2009-12-31,335474000000,0,0,81996000000,0,0,15500000000,118114000000,0,0,0,2230232000000,0,0,0,0,763230000000,0,0,991611000000,0,1998788000000,-5619000000,71233000000,231444000000,1305865000000,0,0,0
BMY,2019-12-31,12346000000,3047000000,15393000000,6476000000,4293000000,29354000000,6252000000,86457000000,767000000,510000000,1.0059E+11,1.29944E+11,2445000000,3346000000,18304000000,43387000000,46733000000,355000000,1517000000,0,59942000000,78346000000,18352000000,34474000000,51598000000,3814000000,34387000000,0,100000000
BMY,2018-12-31,6911000000,1973000000,8884000000,4636000000,1195000000,17160000000,5027000000,7629000000,1775000000,1371000000,17826000000,34986000000,1892000000,1703000000,10654000000,5646000000,7349000000,172000000,398000000,0,9737000000,20955000000,0,34065000000,14031000000,3748000000,438000000,0,564000000
BMY,2017-12-31,5421000000,1391000000,6812000000,4347000000,1166000000,14854000000,5001000000,8073000000,2480000000,1610000000,18697000000,33551000000,2248000000,987000000,9563000000,6975000000,7962000000,83000000,231000000,0,11687000000,21810000000,0,31160000000,11741000000,3871000000,2541000000,0,560000000
BMY,2016-12-31,4237000000,2113000000,6350000000,3774000000,1241000000,13704000000,4980000000,8260000000,2719000000,2996000000,20003000000,33707000000,1664000000,992000000,8841000000,5716000000,6708000000,762000000,152000000,0,7972000000,17530000000,0,33513000000,16177000000,4832000000,2471000000,0,717000000
BMY,2015-12-31,2385000000,1885000000,4270000000,2948000000,1221000000,10415000000,4412000000,8300000000,4660000000,2844000000,21333000000,31748000000,1565000000,139000000,8017000000,6550000000,6689000000,1003000000,572000000,0,7772000000,17482000000,0,31613000000,14266000000,6545000000,4304000000,0,1693000000
BMY,2014-12-31,5571000000,1864000000,7435000000,2100000000,1560000000,14608000000,4417000000,8780000000,4408000000,915000000,19141000000,33749000000,2487000000,590000000,8461000000,7242000000,7832000000,1167000000,262000000,0,8420000000,18897000000,0,32541000000,14852000000,6272000000,2261000000,0,2016000000
BMY,2013-12-31,3586000000,939000000,4525000000,1690000000,1498000000,18916000000,4579000000,9414000000,3747000000,508000000,19676000000,38592000000,2559000000,359000000,12440000000,7981000000,8340000000,756000000,160000000,0,8679000000,23438000000,0,32952000000,15154000000,4686000000,4754000000,0,2319000000
BMY,2012-12-31,1656000000,1173000000,2829000000,1708000000,1657000000,9521000000,5333000000,16413000000,3523000000,203000000,26376000000,35897000000,2202000000,664000000,8279000000,6568000000,7232000000,825000000,193000000,0,7426000000,22274000000,0,32733000000,13623000000,4696000000,5576000000,0,6569000000
BMY,2011-12-31,5776000000,2957000000,8733000000,2250000000,1384000000,15318000000,4521000000,8710000000,2909000000,688000000,17652000000,32970000000,2603000000,115000000,7780000000,5376000000,5491000000,337000000,167000000,0,6440000000,17014000000,0,33069000000,15956000000,5866000000,-285000000,0,2794000000
BMY,2010-12-31,5033000000,2268000000,7301000000,1985000000,1204000000,13273000000,4664000000,8603000000,2681000000,850000000,17803000000,31076000000,1983000000,117000000,6739000000,5328000000,5445000000,227000000,65000000,0,6507000000,15363000000,0,31636000000,15713000000,4949000000,412000000,0,2117000000
BMY,2009-12-31,7683000000,831000000,8514000000,3164000000,1413000000,13958000000,5055000000,8083000000,1369000000,2247000000,17050000000,31008000000,1711000000,231000000,6313000000,6130000000,6361000000,1186000000,926000000,0,9910000000,16223000000,-2541000000,30760000000,14843000000,2200000000,-2153000000,867000000,4371000000
BRK.B,2018-12-31,30361000000,,,35230000000,19069000000,,1.66706E+11,1.12524E+11,,0,,7.07794E+11,35106000000,,,,97490000000,22686000000,51375000000,0,,3.55294E+11,-5015000000,3.21112E+11,3.48703E+11,3.07766E+11,,,
BRK.B,2017-12-31,31583000000,,,32923000000,17366000000,,1.58219E+11,1.13776E+11,,0,,7.02095E+11,35903000000,,,,1.02587E+11,16040000000,56607000000,0,,3.50141E+11,58571000000,2.55786E+11,3.48296E+11,3.11036E+11,,,
BRK.B,2016-12-31,28048000000,,,27097000000,15727000000,,1.52773E+11,1.12967E+11,,0,,6.20854E+11,35042000000,,,,1.01644E+11,14245000000,77442000000,0,,3.35426E+11,37298000000,2.10846E+11,2.8207E+11,2.45234E+11,,,
BRK.B,2015-12-31,71730000000,,,23303000000,11916000000,,1.45166E+11,71856000000,,0,,5.52257E+11,31271000000,,,,84289000000,13311000000,63126000000,0,,2.9363E+11,33982000000,1.87703E+11,2.5555E+11,1.78841E+11,,,
BRK.B,2014-12-31,63269000000,,,21852000000,10236000000,,1.37244E+11,69917000000,,0,,5.25867E+11,30556000000,,,,79890000000,11944000000,61235000000,0,,2.8284E+11,42732000000,1.6362E+11,2.4017E+11,1.74429E+11,,,
BRK.B,2013-12-31,48186000000,,,20280000000,9860000000,,1.23805E+11,57011000000,,0,,4.84931E+11,37835000000,,,,72224000000,10770000000,57739000000,0,,2.60446E+11,44025000000,1.43748E+11,2.2189E+11,1.76309E+11,,,
BRK.B,2012-12-31,46992000000,,,21753000000,9675000000,,1.06872E+11,54523000000,,0,,4.27452E+11,35361000000,,,,62736000000,10237000000,44494000000,0,,2.35864E+11,27500000000,1.24272E+11,1.87647E+11,1.42912E+11,,,
BRK.B,2011-12-31,37299000000,,,19012000000,8975000000,,1.00391E+11,53213000000,,0,,3.92647E+11,32706000000,,,,60384000000,8910000000,37804000000,0,,2.23686E+11,17654000000,1.09448E+11,1.6485E+11,1.25995E+11,,,
BRK.B,2010-12-31,38227000000,,,20917000000,7101000000,,93126000000,49006000000,,0,,3.72229E+11,29361000000,,,,58574000000,7997000000,36352000000,0,,2.09295E+11,20583000000,99194000000,1.57318E+11,1.13604E+11,,,
BRK.B,2009-12-31,30558000000,,,14792000000,6147000000,,46656000000,33972000000,,0,,2.97119E+11,22362000000,,,,37909000000,7925000000,19225000000,0,,1.61334E+11,17793000000,86227000000,1.31102E+11,1.10842E+11,,,
CHTR,2019-12-31,3483000000,330000000,3813000000,2227000000,0,6471000000,34591000000,0,0,2457000000,1.42E+11,1.48E+11,8671000000,3500000000,12385000000,75578000000,79078000000,460000000,230000000,0,96013000000,1.17E+11,31405000000,40000000,31445000000,330000000,75595000000,0,8345000000
CHTR,2018-12-31,551000000,476000000,1027000000,1733000000,0,2730000000,35126000000,0,0,2942000000,1.43E+11,1.46E+11,8805000000,3290000000,12095000000,69537000000,72827000000,494000000,180000000,0,89763000000,1.1E+11,33507000000,2780000000,36285000000,476000000,72276000000,0,7987000000
CHTR,2017-12-31,621000000,497000000,1118000000,1635000000,0,2555000000,33888000000,0,0,2807000000,1.44E+11,1.47E+11,9045000000,2045000000,11090000000,68186000000,70231000000,395000000,164000000,0,88002000000,1.08E+11,35253000000,3832000000,39084000000,497000000,69610000000,0,8447000000
CHTR,2016-12-31,1535000000,530000000,2065000000,1432000000,0,3300000000,32963000000,0,0,4170000000,1.46E+11,1.49E+11,7544000000,2028000000,9572000000,59719000000,61747000000,352000000,172000000,0,89129000000,1.09E+11,39413000000,733000000,40139000000,530000000,60212000000,0,10227000000
CHTR,2015-12-31,5000000,0,5000000,279000000,0,345000000,8345000000,0,0,1814000000,38971000000,39316000000,1972000000,0,1972000000,35723000000,35723000000,96000000,5000000,0,37390000000,39362000000,2028000000,-2061000000,-46000000,0,35718000000,0,0
CHTR,2014-12-31,3000000,0,3000000,285000000,0,371000000,8373000000,0,0,1274000000,24179000000,24550000000,1635000000,0,1635000000,21023000000,21023000000,85000000,0,0,22769000000,24404000000,1930000000,-1762000000,146000000,0,21020000000,0,0
CHTR,2013-12-31,21000000,0,21000000,234000000,0,322000000,7981000000,0,0,932000000,16973000000,17295000000,1467000000,0,1467000000,14181000000,14181000000,90000000,0,0,15677000000,17144000000,1760000000,-1568000000,151000000,0,14160000000,0,0
CHTR,2012-12-31,7000000,0,7000000,234000000,0,333000000,7206000000,0,0,21000000,15266000000,15599000000,1224000000,0,1224000000,12808000000,12808000000,81000000,202000000,0,14226000000,15450000000,1616000000,-1392000000,149000000,0,12801000000,0,0
CHTR,2011-12-31,2000000,0,2000000,272000000,0,370000000,6897000000,0,0,23000000,15235000000,15605000000,1153000000,0,1153000000,12856000000,12856000000,0,228000000,0,14043000000,15196000000,1556000000,-1082000000,409000000,0,12854000000,0,0
CHTR,2010-12-31,32000000,0,32000000,247000000,0,356000000,6819000000,2951000000,0,0,15381000000,15737000000,1049000000,0,1049000000,12306000000,12306000000,0,568000000,0,13210000000,14259000000,-57000000,-235000000,1478000000,0,12274000000,77000000,0
CMCSA,2018-12-31,3814000000,94000000,3908000000,11104000000,0,21848000000,44437000000,79820000000,7883000000,3950000000,2.29836E+11,2.51684E+11,8494000000,4398000000,27603000000,1.07345E+11,1.11743E+11,2182000000,1543000000,0,1.50913E+11,1.80071E+11,29944000000,41983000000,71613000000,7977000000,1.07929E+11,0,1555000000
CMCSA,2017-12-31,3428000000,9000000,3437000000,8546000000,0,16060000000,38470000000,50086000000,6931000000,2130000000,1.70889E+11,1.86949E+11,6926000000,5134000000,21561000000,59422000000,64556000000,1552000000,1497000000,0,94582000000,1.18343E+11,29980000000,38192000000,68606000000,6940000000,61128000000,0,2200000000
CMCSA,2016-12-31,3301000000,1772000000,5073000000,7955000000,0,16361000000,36253000000,49757000000,5247000000,4067000000,1.64139E+11,1.805E+11,6915000000,5480000000,21535000000,55566000000,61046000000,1132000000,1103000000,0,1.01345E+11,1.26557E+11,30741000000,23076000000,53943000000,7019000000,57745000000,0,3677000000
CMCSA,2015-12-31,2295000000,106000000,2401000000,6896000000,0,12303000000,33665000000,46751000000,3224000000,4014000000,1.54271E+11,1.66574E+11,6215000000,3627000000,18178000000,48994000000,52621000000,1302000000,1136000000,0,93197000000,1.14305E+11,31001000000,21413000000,52269000000,3330000000,50326000000,0,2930000000
CMCSA,2014-12-31,3910000000,602000000,4512000000,6321000000,0,13531000000,30953000000,41503000000,3135000000,3572000000,1.45808E+11,1.59339E+11,5638000000,4217000000,17410000000,44017000000,48234000000,915000000,1171000000,0,87795000000,1.06628E+11,31288000000,21539000000,52711000000,3737000000,44324000000,0,1423000000
CMCSA,2013-12-31,1718000000,3573000000,5291000000,6376000000,0,14075000000,29840000000,41955000000,3770000000,3795000000,1.44738E+11,1.58813E+11,5528000000,3280000000,18912000000,44567000000,47847000000,898000000,1701000000,0,87886000000,1.08119E+11,31373000000,19235000000,50694000000,7343000000,46129000000,0,1321000000
CMCSA,2012-12-31,10951000000,1464000000,12415000000,5521000000,0,19991000000,27232000000,44825000000,6325000000,2016000000,1.4498E+11,1.64971E+11,6206000000,2376000000,16714000000,38082000000,40458000000,851000000,1573000000,0,81463000000,1.15615E+11,33030000000,16280000000,49356000000,7789000000,29507000000,0,17438000000
CMCSA,2011-12-31,1620000000,3028000000,4648000000,4351000000,0,8573000000,27559000000,45039000000,3028000000,1868000000,1.49245E+11,1.57818E+11,5705000000,1367000000,13241000000,37942000000,39309000000,790000000,1435000000,0,80908000000,1.10544E+11,33423000000,13971000000,47274000000,6056000000,37689000000,0,16395000000
CMCSA,2010-12-31,5984000000,81000000,6065000000,1855000000,0,8886000000,23515000000,18560000000,6670000000,174000000,1.09648E+11,1.18534E+11,3291000000,1800000000,8234000000,29615000000,31415000000,0,1251000000,0,65723000000,74180000000,32263000000,12158000000,44354000000,6751000000,25431000000,0,223000000
CMCSA,2009-12-31,671000000,50000000,721000000,1711000000,0,3223000000,23855000000,78490000000,5947000000,240000000,109510000000,112733000000,3094000000,1156000000,7249000000,27940000000,29096000000,0,27800000000,0,62673000000,69922000000,-46000000,10005000000,42721000000,5997000000,28375000000,791000000,2999000000
COST,2019-09-01,8384000000,1060000000,9444000000,0,11395000000,23485000000,20890000000,0,0,398000000,21915000000,45400000000,11679000000,1699000000,23237000000,5124000000,6823000000,1711000000,27000000,0,6724000000,30157000000,6417000000,10258000000,15243000000,1060000000,-1561000000,0,196000000
COST,2018-09-02,6055000000,1204000000,7259000000,0,11040000000,20289000000,19681000000,0,0,316000000,20541000000,40830000000,11237000000,3014000000,19926000000,6487000000,9501000000,1624000000,36000000,0,7802000000,28031000000,6107000000,7887000000,12799000000,1204000000,3446000000,0,303000000
COST,2017-09-03,4546000000,1233000000,5779000000,0,9834000000,17317000000,18161000000,0,0,254000000,19030000000,36347000000,9608000000,86000000,17495000000,6573000000,6659000000,1498000000,52000000,0,8085000000,25569000000,5800000000,5988000000,10778000000,1233000000,2113000000,0,-11000000
COST,2016-08-28,3379000000,1350000000,4729000000,128000000,8969000000,15218000000,17043000000,0,0,202000000,17945000000,33163000000,7612000000,1100000000,15575000000,4061000000,5161000000,1362000000,52000000,0,5553000000,21084000000,5490000000,7686000000,12079000000,1350000000,1782000000,0,-44000000
COST,2015-08-30,4801000000,1618000000,6419000000,119000000,8908000000,17299000000,15401000000,0,0,109000000,16141000000,33440000000,9011000000,1283000000,16540000000,4864000000,6147000000,1269000000,158000000,0,6057000000,22823000000,5218000000,6518000000,10617000000,1618000000,1346000000,0,226000000
COST,2014-08-31,5738000000,1409000000,7147000000,104000000,8456000000,17588000000,14830000000,0,80000000,68000000,15436000000,33024000000,8491000000,1221000000,14412000000,5093000000,6314000000,1254000000,136000000,0,6097000000,20721000000,4919000000,7458000000,12303000000,1489000000,576000000,0,212000000
COST,2013-09-01,4644000000,1277000000,5921000000,52000000,7894000000,15840000000,13881000000,0,74000000,62000000,14443000000,30283000000,7872000000,1089000000,13257000000,4998000000,6087000000,1167000000,77000000,0,6014000000,19450000000,4670000000,6283000000,10833000000,1351000000,1443000000,0,179000000
COST,2012-09-02,3528000000,1326000000,4854000000,66000000,7096000000,13526000000,12961000000,0,76000000,58000000,13614000000,27140000000,7303000000,1000000,12260000000,1381000000,1382000000,1101000000,88000000,0,2362000000,14779000000,4369000000,7834000000,12361000000,1402000000,-2146000000,0,157000000
COST,2011-08-28,4009000000,1604000000,5613000000,96000000,6638000000,13706000000,12432000000,0,64000000,53000000,13055000000,26761000000,6544000000,900000000,12050000000,1253000000,2153000000,973000000,122000000,0,2138000000,14759000000,4516000000,7111000000,12002000000,1668000000,-1856000000,0,571000000
COST,2010-08-29,3214000000,1535000000,4749000000,103000000,5638000000,11708000000,11314000000,0,0,10000000,12107000000,23815000000,5947000000,0,10063000000,2141000000,2141000000,869000000,79000000,0,2385000000,12986000000,4115000000,6590000000,10829000000,1535000000,-1073000000,0,538000000
COST,2009-08-30,3157000000,570000000,3727000000,834000000,5405000000,11642000000,10900000000,0,0,371000000,2594000000,21979000000,5450000000,96000000,9281000000,2130000000,2226000000,824000000,766000000,0,2594000000,11875000000,110000000,6101000000,10024000000,570000000,-1501000000,371000000,3735000000
CRM,2020-01-31,4145000000,3802000000,7947000000,6174000000,0,15963000000,2375000000,29858000000,1963000000,2052000000,39163000000,55126000000,3433000000,750000000,14845000000,2673000000,3423000000,10662000000,1433000000,0,4103000000,21241000000,32116000000,1861000000,33885000000,5765000000,-722000000,0,2293000000
CRM,2019-01-31,2669000000,1673000000,4342000000,4924000000,0,10683000000,2051000000,14774000000,1302000000,1051000000,20054000000,30737000000,165000000,3000000,11255000000,3173000000,3176000000,8564000000,852000000,0,4824000000,15132000000,13927000000,1735000000,15605000000,2975000000,507000000,0,0
CRM,2018-01-31,2543484000,1978221000,4521705000,3917401000,0,9290371000,1946527000,8140541000,677283000,36523000,11719431000,21009802000,2010096000,1024717000,10129518000,694781000,1719498000,7094705000,305861000,0,2038988000,11621306000,9752340000,-337432000,9388496000,2655504000,-823986000,0,-547200000
CRM,2017-01-31,1606549000,602338000,2208887000,3196643000,0,5996827000,1787534000,8377220000,566953000,911838000,11588096000,17584923000,1752664000,200000000,7258353000,1116360000,1316360000,5505689000,239699000,0,2841582000,10084796000,8040170000,-464910000,7500127000,1169291000,-290189000,0,0
CRM,2016-01-31,1158363000,183018000,1341381000,2496165000,0,4347327000,1715828000,0,1383996000,515170000,8423445000,12770772000,1349338000,1095059000,5617005000,1095059000,2190118000,4267667000,205781000,0,2462781000,7767903000,5705386000,-653271000,5002869000,1567014000,1031755000,0,0
CRM,2015-01-31,908117000,87312000,995429000,1905506000,0,3550072000,1125866000,0,894855000,504997000,7142910000,10692982000,1103335000,0,4390103000,1070692000,1070692000,3286768000,184844000,0,2525671000,6717799000,4604485000,-605845000,3975183000,982167000,162575000,0,0
CRM,2014-01-31,781635000,57139000,838774000,1360837000,0,2680252000,1240746000,0,482243000,497717000,6472678000,9152930000,934324000,30000000,3980188000,255000000,285000000,2473705000,153026000,0,1561214000,6114420000,3363377000,-343157000,3038510000,539382000,-496635000,0,573018000
CRM,2013-01-31,747245000,120376000,867621000,872634000,0,2015880000,604669000,0,890664000,19212000,3513076000,5528956000,597706000,521278000,2917624000,126658000,647936000,1798640000,120341000,0,240087000,3211323000,2411332000,-110982000,2317633000,1011040000,-99309000,0,53612000
CRM,2012-01-31,607284000,170582000,777866000,683745000,0,1672222000,527946000,0,669308000,87587000,2491932000,4164154000,33258000,496149000,2323471000,48651000,544800000,1291622000,100471000,0,174582000,2576794000,1415077000,159463000,1587360000,839890000,-62484000,0,78741000
CRM,2011-01-31,424292000,72678000,496970000,426943000,0,1074924000,387174000,0,910587000,41199000,2016241000,3091165000,18106000,25487000,1276466000,25487000,50974000,913239000,7780000,0,65670000,1814674000,1098604000,171035000,1276491000,983265000,-373318000,0,472538000
CRM,2010-01-31,1011306000,230659000,1241965000,320956000,0,1706159000,89711000,0,485083000,27579000,754042000,2460201000,14791000,13485000,908130000,13485000,26970000,690177000,8424000,0,45207000,1416399000,938544000,106561000,1043802000,715742000,-984336000,0,463062000
CSCO,2019-07-27,11750000000,21663000000,33413000000,5500000000,1383000000,47755000000,2789000000,35730000000,4958000000,4065000000,50038000000,97793000000,2059000000,10191000000,31712000000,14475000000,24666000000,10668000000,1149000000,0,32510000000,64222000000,40265999999.999,-5903000000,33571000000,26621000000,12916000000,0,0
