Symbol,Date,Revenue,Revenue Growth,Cost of Revenue,Gross Profit,R&D Expenses,SG&A Expense,Operating Expenses,Operating Income,Interest Expense,Earnings before Tax,Income Tax Expense,Net Income - Non-Controlling int,Net Income - Discontinued ops,Net Income,Preferred Dividends,Net Income Com,EPS,EPS Diluted,Weighted Average Shs Out,Weighted Average Shs Out (Dil),Dividend per Share,Gross Margin,EBITDA Margin,EBIT Margin,Profit Margin,Free Cash Flow margin,EBITDA,EBIT,Consolidated Income,Earnings Before Tax Margin,Net Profit Margin
CRM,2017-01-31,8391984000,0,2234039000,6157945000,1208127000,4885590000,6093717000,64228000,88988000,25383000,-154249000,0,0,179632000,0,179632000,0.26,0.26,687797000,700217000,0,0.733788934774,0.13090527818,0.00765349409627,0.0214051885704,0.202364542163,1098555000,64228000,179632000,0.00302467211568,0.0214051885704
CRM,2016-01-31,6667216000,0,1654548000,5012668000,946300000,3988062000,4934362000,114923000,72485000,64279000,111705000,0,0,-47426000,0,-47426000,-0.07,-0.07,661647000,661647000,0,0.751838248528,0.14806989904,0.0172370296688,-0.00711331386294,0.199199935925,987214000,114923000,-47426000,0.00964105557702,-0.00711331386294
CRM,2015-01-31,5373586000,0,1289270000,4084316000,792917000,3437032000,4229949000,-145633000,73237000,-213085000,49603000,0,0,-262688000,0,-262688000,-0.42,-0.42,624148000,624148000,0,0.760072696334,0.111643323472,-0.0271016412504,-0.0488850462243,0.164370682818,599925000,-145633000,-262688000,-0.039654152739,-0.0488850462243
CRM,2014-01-31,4071003000,0,968428000,3102575000,623798000,2764851000,3388649000,-286074000,77211000,-326392000,-125760000,0,0,-232175000,0,-232175000,-0.39,-0.39,597613000,597613000,0,0.762115626051,0.0804956419831,-0.0702711346565,-0.0570313998786,0.141576658136,327698000,-286074000,-232175000,-0.0801748365206,-0.0570313998786
CRM,2013-01-31,3050195000,0,683579000,2366616000,429479000,2047847000,2477326000,-110710000,30948000,-90743000,142651000,0,0,-270445000,0,-270445000,-1.92,-1.92,141224000,141224000,0,0.775890066045,0.0934330428055,-0.0362960400892,-0.0886648230687,0.184019710215,284989000,-110710000,-270445000,-0.0297499012358,-0.0886648230687
CRM,2012-01-31,2266539000,0,488886000,1777653000,295347000,1517391000,1812738000,-35085000,17045000,-33317000,-21745000,0,0,-11572000,0,-11572000,-0.09,-0.09,135302000,135302000,0,0.784302851175,0.105774928206,-0.0154795483334,-0.00510558168203,0.194067695283,239743000,-35085000,-11572000,-0.0146995043986,-0.00510558168203
CRM,2011-01-31,1657139000,0,323813000,1333326000,187887000,1047942000,1235829000,97497000,24909000,104298000,34601000,0,0,64474000,0,64474000,0.5,0.47,130222000,136598000,0,0.804595148627,0.164755642104,0.0588345334942,0.0389068146969,0.222186551641,273023000,97497000,64474000,0.0629385947709,0.0389068146969
CRM,2010-01-31,1305583000,0,257925000,1047658000,131897000,800489000,932386000,115272000,2000000,142381000,57689000,0,0,80719000,0,80719000,0.65,0.63,124462000,128114000,0,0.802444578399,0.17851641757,0.0882915908066,0.0618260194871,0.16621693144,233068000,115272000,80719000,0.109055494748,0.0618260194871
CSCO,2019-07-27,51904000000,0,19238000000,32666000000,6577000000,11398000000,18447000000,14219000000,859000000,14571000000,2950000000,0,0,11621000000,0,11621000000,2.63,2.61,4419000000,4453000000,1.34269032113,0.629354192355,0.310496300863,0.273948057953,0.223894112207,0.287492293465,16116000000,14219000000,11621000000,0.280729808878,0.223894112207
CSCO,2018-07-28,49330000000,0,18724000000,30606000000,6332000000,11386000000,18297000000,12309000000,943000000,13039000000,12929000000,0,0,110000000,0,110000000,0.02,0.02,4837000000,4881000000,1.22925629994,0.620433813095,0.293959051287,0.249523616461,0.00222988039732,0.260125684168,14501000000,12309000000,110000000,0.264321913643,0.00222988039732
CSCO,2017-07-29,48005000000,0,17781000000,30224000000,6059000000,11177000000,18251000000,11973000000,861000000,12287000000,2678000000,0,0,9609000000,0,9609000000,1.92,1.9,5010000000,5049000000,1.09150326797,0.62960108322,0.297031559213,0.249411519633,0.200166649307,0.268971982085,14259000000,11973000000,9609000000,0.255952504947,0.200166649307
CSCO,2016-07-30,49247000000,0,18287000000,30960000000,6296000000,11433000000,18300000000,12660000000,676000000,12920000000,2181000000,0,0,10739000000,0,10739000000,2.13,2.11,5053000000,5088000000,0.93356918239,0.628667736106,0.300728978415,0.257071496741,0.21806404451,0.252279326659,14810000000,12660000000,10739000000,0.262351006153,0.21806404451
CSCO,2015-07-25,49161000000,0,19480000000,29681000000,6207000000,11861000000,18911000000,10770000000,566000000,11201000000,2220000000,0,0,8981000000,0,8981000000,1.76,1.75,5104000000,5146000000,0.794014768752,0.603750940786,0.2687496186,0.219076096906,0.182685462053,0.230365533655,13212000000,10770000000,8981000000,0.227843209048,0.182685462053
CSCO,2014-07-26,47142000000,0,19373000000,27769000000,6294000000,11437000000,18424000000,9345000000,564000000,9715000000,1862000000,0,0,7853000000,0,7853000000,1.5,1.49,5234000000,5281000000,0.711607650066,0.589050103941,0.249819693691,0.198230876925,0.166581816639,0.234546688728,11777000000,9345000000,7853000000,0.206079504476,0.166581816639
CSCO,2013-07-27,48607000000,0,19167000000,29440000000,5942000000,11802000000,18244000000,11196000000,583000000,11227000000,1244000000,0,0,9983000000,0,9983000000,1.87,1.86,5329000000,5380000000,0.615241635688,0.605674079865,0.278704713313,0.230337194231,0.205381940873,0.24140555887,13547000000,11196000000,9983000000,0.230974962454,0.205381940873
CSCO,2012-07-28,46061000000,0,17852000000,28209000000,0,11969000000,18144000000,10065000000,596000000,10159000000,2118000000,0,0,8041000000,0,8041000000,1.5,1.49,5370000000,5404000000,0.277757216876,0.61242699898,0.275004884827,0.218514578494,0.174572849048,0.225027680684,12667000000,10065000000,8041000000,0.220555350513,0.174572849048
CSCO,2011-07-30,43218000000,0,16682000000,26536000000,0,11720000000,18862000000,7674000000,628000000,7825000000,1335000000,0,0,6490000000,0,6490000000,1.17,1.17,5529000000,5563000000,0.118281502786,0.614003424499,0.235087232172,0.177564903512,0.150168911102,0.206048405757,10160000000,7674000000,6490000000,0.181058818085,0.150168911102
CSCO,2010-07-31,40040000000,0,14397000000,25643000000,0,10715000000,16479000000,9164000000,623000000,9415000000,1648000000,0,0,7767000000,0,7767000000,1.36,1.33,5732000000,5848000000,0,0.640434565435,0.27957042957,0.228871128871,0.193981018981,0.228896103896,11194000000,9164000000,7767000000,0.23513986014,0.193981018981
CSCO,2009-07-25,36117000000,-0.0866,13023000000,23094000000,5208000000,9968000000,15772000000,7322000000,346000000,7693000000,1559000000,0,0,6134000000,0,6134000000,1.05,1.05,5828000000,5857000000,0,0.6394,0.272,0.2226,0.17,0.2462,9807000000,8039000000,6134000000,0.213,0.1698
CVX,2019-12-31,1.46516E+11,0,80113000000,66403000000,770000000,4143000000,5330000000,5536000000,761000000,5536000000,2691000000,0,0,2924000000,0,2924000000,1.55,1.54,1882000000,1895000000,4.72770448549,0.453213300936,0.237202762838,0.0377842692948,0.0199568647793,0.0900788992328,34754000000,5536000000,2924000000,0.0377842692948,0.0199568647793
CVX,2018-12-31,1.66339E+11,0,94578000000,71761000000,1210000000,3838000000,5608000000,20575000000,713000000,20575000000,5715000000,0,0,14824000000,0,14824000000,7.81,7.74,1898000000,1914000000,4.44200626959,0.431414160239,0.240436698549,0.123693180793,0.0891192083636,0.101154870475,39994000000,20575000000,14824000000,0.123693180793,0.0891192083636
CVX,2017-12-31,1.41722E+11,0,19437000000,1.22285E+11,864000000,4448000000,5312000000,9221000000,264000000,9221000000,-48000000,0,0,9195000000,0,9195000000,4.88,4.85,1883000000,1898000000,4.28451001054,0.86285121576,0.201591848831,0.0650639985323,0.064880540777,0.0501756960811,28570000000,9221000000,9195000000,0.0650639985323,0.064880540777
CVX,2016-12-31,1.14472E+11,0,20268000000,94204000000,1033000000,4684000000,5717000000,-2160000000,168000000,-2160000000,-1729000000,0,0,-497000000,0,-497000000,-0.27,-0.27,1873000000,1873000000,4.28830752803,0.822943601929,0.151102453002,-0.0188692431337,-0.00434167307289,-0.045976308617,17297000000,-2160000000,-497000000,-0.0188692431337,-0.00434167307289
CVX,2015-12-31,1.38477E+11,0,23034000000,1.15443E+11,3340000000,4443000000,7783000000,4842000000,0,4842000000,132000000,0,0,4587000000,0,4587000000,2.46,2.45,1868000000,1875000000,4.2624,0.833661907754,0.186883020285,0.0349660954527,0.0331246344158,-0.0725607862678,25879000000,4842000000,4587000000,0.0349660954527,0.0331246344158
CVX,2014-12-31,2.1197E+11,0,25285000000,1.86685E+11,1985000000,4494000000,6479000000,31202000000,0,31202000000,11892000000,0,0,19241000000,0,19241000000,10.21,10.14,1884000000,1898000000,4.177028451,0.880714252017,0.226423550502,0.147200075482,0.0907722790961,-0.0185497947823,47995000000,31202000000,19241000000,0.147200075482,0.0907722790961
CVX,2013-12-31,2.28848E+11,0,24627000000,2.04221E+11,1861000000,4510000000,6371000000,35905000000,0,35905000000,14308000000,0,0,21423000000,0,21423000000,11.18,11.09,1917000000,1932000000,3.8685300207,0.892387086625,0.218883276236,0.156894532616,0.0936123540516,-0.0130348528281,50091000000,35905000000,21423000000,0.156894532616,0.0936123540516
CVX,2012-12-31,2.41909E+11,0,22570000000,2.19339E+11,1728000000,4724000000,6452000000,46332000000,0,46332000000,19996000000,0,0,26179000000,0,26179000000,13.42,13.32,1950000000,1965000000,3.48295165394,0.906700453476,0.246973035315,0.191526565775,0.108218379639,0.0325494297442,59745000000,46332000000,26179000000,0.191526565775,0.108218379639
CVX,2011-12-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CVX,2010-12-31,1093000000,0,19188000000,-18095000000,1147000000,4767000000,5914000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-16.5553522415,0,0,0,0,0,0,0,0,0
CVX,2009-12-31,171636000000,-0.3713,135101000000,36535000000,1342000000,4527000000,17979000000,18556000000,28000000,18448000000,7965000000,80000000,0,10483000000,0,10483000000,5.26,5.24,2006267842,2006267842,2.66,0.2129,0.178,0.1076,0.061,-0.0027,30586000000,18476000000,10563000000,0.1075,0.0611
DIS,2019-09-28,69570000000,0,36450000000,33120000000,0,11541000000,10563000000,13944000000,1246000000,13944000000,3031000000,0,0,11054000000,0,11054000000,6.68,6.64,1656000000,1666000000,1.73769507803,0.476067270375,0.260227109386,0.200431220354,0.15889032629,0.0159264050597,18104000000,13944000000,11054000000,0.200431220354,0.15889032629
DIS,2018-09-29,59434000000,0.0779331483396,32726000000,26708000000,0,8860000000,11904000000,14804000000,574000000,14261000000,1663000000,468000000,0,12598000000,0,12598000000,8.4,8.36,1487242596,1499000000,1.68,0.4494,0.3,0.2496,0.212,0.1654,17846000000,14835000000,13066000000,0.2399,0.212
DIS,2017-09-30,55137000000,-0.0088977566868,30306000000,24831000000,0,8176000000,11056000000,13775000000,385000000,13402000000,4422000000,386000000,0,8980000000,0,8980000000,5.73,5.69,1543480961,1568000000,1.56,0.4504,0.301,0.25,0.163,0.1582,16569000000,13787000000,9366000000,0.2431,0.1629
DIS,2016-10-01,55632000000,0.0603640522253,29993000000,25639000000,0,8754000000,11437000000,14202000000,260000000,14469000000,5078000000,399000000,0,9391000000,0,9391000000,5.76,5.73,1607101183,1629000000,1.42,0.4609,0.31,0.2648,0.169,0.1503,17256000000,14729000000,9790000000,0.2601,0.1688
DIS,2015-10-03,52465000000,0.074816135046,28364000000,24101000000,0,8523000000,10930000000,13171000000,117000000,13398000000,5016000000,470000000,0,8382000000,0,8382000000,4.95,4.9,1687857933,1694000000,1.81,0.4594,0.302,0.2576,0.16,0.1357,15869000000,13515000000,8852000000,0.2554,0.1598
DIS,2014-09-27,48813000000,0.0837459203837,26420000000,22393000000,0,8565000000,10993000000,11400000000,-23000000,11743000000,4242000000,503000000,0,7501000000,0,7501000000,4.31,4.26,1716544546,1740000000,0.86,0.4588,0.287,0.2401,0.154,0.1325,14008000000,11720000000,8004000000,0.2406,0.1537
DIS,2013-09-28,45041000000,0.0653531387483,25034000000,20007000000,0,8365000000,10771000000,9236000000,235000000,9120000000,2984000000,500000000,0,6136000000,0,6136000000,3.42,3.38,1786442476,1792000000,0.75,0.4442,0.256,0.2077,0.136,0.1478,11547000000,9355000000,6636000000,0.2025,0.1362
DIS,2012-09-29,42278000000,0.033868877314,23468000000,18810000000,0,7960000000,10047000000,8763000000,369000000,8769000000,3087000000,491000000,0,5682000000,0,5682000000,3.17,3.13,1794274732,1794000000,0.6,0.4449,0.263,0.2161,0.134,0.0989,11125000000,9138000000,6173000000,0.2074,0.1344
DIS,2011-10-01,40893000000,0.0743504190421,0,40893000000,0,0,33167000000,7726000000,343000000,7592000000,2785000000,451000000,0,4807000000,0,4807000000,2.56,2.52,1856004398,1878000000,0.4,1,0.239,0.194,0.118,0.084,9776000000,7935000000,5258000000,0.1857,0.1176
DIS,2010-10-02,38063000000,0.052947522753,0,38063000000,0,0,31607000000,6456000000,409000000,6277000000,2314000000,350000000,0,3963000000,0,3963000000,2.07,2.03,1912606953,1915000000,0.35,1,0.221,0.1757,0.104,0.1174,8399000000,6686000000,4313000000,0.1649,0.1041
DIS,2009-10-03,36149000000,-0.0448,0,36149000000,0,0,30944000000,5205000000,466000000,5356000000,2049000000,302000000,0,3307000000,0,3307000000,1.78,1.76,1858556517,1856000000,0.35,1,0.206,0.1611,0.091,0.0986,7453000000,5822000000,3609000000,0.1482,0.0915
FB,2019-12-31,70697000000,0,12770000000,57927000000,13600000000,20341000000,43236000000,23986000000,20000000,24812000000,6327000000,0,0,18485000000,0,18485000000,6.48,6.43,2854000000,2876000000,0,0.819369987411,0.420484603307,0.339278894437,0.261467954793,0.300041020128,29727000000,23986000000,18485000000,0.350962558524,0.261467954793
FB,2018-12-31,55838000000,0,9355000000,46483000000,10273000000,11297000000,29590000000,24913000000,9000000,25361000000,3249000000,0,0,22112000000,0,22112000000,7.65,7.57,2890000000,2921000000,0,0.83246176439,0.52344281672,0.446165693614,0.396002722161,0.275063576776,29228000000,24913000000,22112000000,0.454188903614,0.396002722161
FB,2017-12-31,40653000000,0,5454000000,35199000000,7754000000,7242000000,22264000000,20203000000,6000000,20594000000,4660000000,0,0,15934000000,0,15934000000,5.49,5.39,2901000000,2956000000,0,0.865840159398,0.571372346444,0.496962093818,0.391951393501,0.430054362532,23228000000,20203000000,15934000000,0.506580080191,0.391951393501
FB,2016-12-31,27638000000,0,3789000000,23849000000,5919000000,5503000000,17745000000,12427000000,10000000,12518000000,2301000000,0,0,10217000000,0,10217000000,3.56,3.49,2863000000,2925000000,0,0.862906143715,0.534372964759,0.449634561112,0.369672190462,0.420327085896,14769000000,12427000000,10217000000,0.452927129315,0.369672190462
FB,2015-12-31,17928000000,0,2867000000,15061000000,4816000000,4020000000,14693000000,6225000000,23000000,6194000000,2506000000,0,0,3688000000,0,3688000000,1.31,1.29,2803000000,2853000000,0,0.840082552432,0.455711735832,0.347222222222,0.205711735832,0.338911200357,8170000000,6225000000,3688000000,0.345493083445,0.205711735832
FB,2014-12-31,12466000000,0,2153000000,10313000000,2666000000,2653000000,8931000000,4994000000,23000000,4910000000,1970000000,0,0,2940000000,0,2940000000,1.12,1.1,2614000000,2664000000,0,0.827290229424,0.500320872774,0.40060965827,0.23584148885,0.290871169581,6237000000,4994000000,2940000000,0.393871330018,0.23584148885
FB,2013-12-31,7872000000,0,1875000000,5997000000,1415000000,1778000000,4963000000,2804000000,56000000,2754000000,1254000000,0,0,1500000000,0,1500000000,0.62,0.6,2420000000,2517000000,0,0.76181402439,0.484629065041,0.356199186992,0.190548780488,0.36331300813,3815000000,2804000000,1500000000,0.349847560976,0.190548780488
FB,2012-12-31,5089000000,0,1364000000,3725000000,1399000000,1788000000,6243000000,538000000,51000000,494000000,441000000,0,0,53000000,0,53000000,0.02,0.01,2006000000,2166000000,0,0.731970917666,0.233248182354,0.105718215759,0.0104146197681,0.0740813519355,1187000000,538000000,53000000,0.0970721163293,0.0104146197681
FB,2011-12-31,3711000000,0.879939209726,860000000,2851000000,388000000,707000000,1095000000,1756000000,42000000,1695000000,695000000,0,0,1000000000,332000000,668000000,0.52,0.46,,1294000000,0,0.7683,0.555,0.4681,0.18,0.2541,2060000000,1737000000,1000000000,0.4568,0.2695
FB,2010-12-31,1974000000,1.54054054054,493000000,1481000000,144000000,305000000,449000000,1032000000,22000000,1008000000,402000000,0,0,606000000,234000000,372000000,0.34,0.28,,1107000000,0,0.7503,0.592,0.5218,0.188,0.2052,1169000000,1030000000,606000000,0.5106,0.307
FB,2009-12-31,777000000,,223000000,554000000,87000000,205000000,292000000,262000000,10000000,254000000,25000000,0,0,229000000,107000000,122000000,0.12,0.1,,,0,0.713,0.44,0.3398,0.157,0.157,342000000,264000000,229000000,0.3269,0.2947
GOOG,2019-12-31,1.61857E+11,0,71896000000,89961000000,26018000000,28015000000,54033000000,34231000000,100000000,39625000000,5282000000,0,0,34343000000,0,34343000000,49.59,49.16,346667000,352214000,0,0.555805433191,0.284275626016,0.211489154006,0.212181122843,0.175815689158,46012000000,34231000000,34343000000,0.244814867445,0.212181122843
GOOG,2018-12-31,1.36819E+11,0,59549000000,77270000000,21419000000,24459000000,45878000000,26321000000,114000000,34913000000,4177000000,0,0,30736000000,0,30736000000,44.22,43.7,349728000,357184000,0,0.564760742295,0.258414401509,0.192378251559,0.224647161578,0.155979798127,35356000000,26321000000,30736000000,0.255176547117,0.224647161578
GOOG,2018-12-01,136819000000,0.234215867575,59549000000,77270000000,21419000000,24459000000,45878000000,31392000000,114000000,34913000000,4177000000,,,30736000000,,30736000000,44.22,43.7,695000000,750000000,,0.56476074229456,0.32204591467559,0.25600976472566,0.22464716157844,,44062000000,35027000000,30736000000,0.25517654711699,0.22464716157844
GOOG,2017-12-31,1.10855E+11,0,45583000000,65272000000,16625000000,19765000000,36390000000,26146000000,109000000,27193000000,14531000000,0,0,12662000000,0,12662000000,18.27,18,348151000,357642000,0,0.588805195977,0.298236434983,0.235857651888,0.114221280051,0.213071128952,33061000000,26146000000,12662000000,0.245302422083,0.114221280051
GOOG,2017-12-01,110855000000,0.22801090039,45583000000,65272000000,16625000000,19765000000,36390000000,28882000000,109000000,27193000000,14531000000,,,12662000000,,12662000000,18.27,18,693000000,704000000,,0.58880519597673,0.30866447160705,0.24628568851202,0.11422128005052,,34217000000,27302000000,12662000000,0.2453024220829,0.11422128005052
GOOG,2016-12-31,90272000000,0,35138000000,55134000000,13948000000,17470000000,31418000000,23716000000,124000000,24150000000,4672000000,0,0,19478000000,0,19478000000,28.32,27.85,344702000,353575000,0,0.61075416519,0.330778092875,0.262717121588,0.21577011698,0.275146224743,29860000000,23716000000,19478000000,0.267524813896,0.21577011698
GOOG,2016-12-01,90272000000,0.203803224473,35138000000,55134000000,13948000000,17470000000,31418000000,23716000000,124000000,24150000000,4672000000,,,19478000000,,19478000000,28.32,27.85,688000000,699000000,,0.61075416518965,0.33695941155619,0.26889844026941,0.21577011697979,,30418000000,24274000000,19478000000,0.26752481389578,0.21577011697979
GOOG,2015-12-31,74989000000,0,28164000000,46825000000,12282000000,15183000000,27465000000,19360000000,104000000,19651000000,3303000000,0,0,16348000000,522000000,16348000000,24.63,24.34,343241000,349150000,0.134612630674,0.624424915654,0.325687767539,0.258171198442,0.218005307445,0.211671045087,24423000000,19360000000,16348000000,0.262051767593,0.218005307445
GOOG,2015-12-01,74989000000,0.136179754852,28164000000,46825000000,12282000000,15183000000,27465000000,19360000000,104000000,19651000000,3303000000,,,16348000000,,16348000000,23.11,22.84,685000000,693000000,,0.6244249156543,0.33095520676366,0.26343863766686,0.21800530744509,,24818000000,19755000000,16348000000,0.26205176759258,0.21800530744509
GOOG,2014-12-01,66001000000,,25691000000,40310000000,9832000000,13982000000,23814000000,16496000000,101000000,17259000000,3331000000,,,14444000000,,14444000000,21.37,21.02,676000000,687000000,,0.61074832199512,0.33846456871866,0.27084438114574,0.21884516901259,,22339000000,17876000000,14444000000,0.26149603793882,0.21884516901259
GOOGL,2019-12-31,1.61857E+11,0,71896000000,89961000000,26018000000,28015000000,54033000000,34231000000,100000000,39625000000,5282000000,0,0,34343000000,0,34343000000,49.59,49.16,346667000,352214000,0,0.555805433191,0.284275626016,0.211489154006,0.212181122843,0.175815689158,46012000000,34231000000,34343000000,0.244814867445,0.212181122843
GOOGL,2018-12-31,1.36819E+11,0,59549000000,77270000000,21419000000,24459000000,45878000000,26321000000,114000000,34913000000,4177000000,0,0,30736000000,0,30736000000,44.22,43.7,349728000,357184000,0,0.564760742295,0.258414401509,0.192378251559,0.224647161578,0.155979798127,35356000000,26321000000,30736000000,0.255176547117,0.224647161578
GOOGL,2017-12-31,1.10855E+11,0,45583000000,65272000000,16625000000,19765000000,36390000000,26146000000,109000000,27193000000,14531000000,0,0,12662000000,0,12662000000,18.27,18,348151000,357642000,0,0.588805195977,0.298236434983,0.235857651888,0.114221280051,0.213071128952,33061000000,26146000000,12662000000,0.245302422083,0.114221280051
GOOGL,2016-12-31,90272000000,0,35138000000,55134000000,13948000000,17470000000,31418000000,23716000000,124000000,24150000000,4672000000,0,0,19478000000,0,19478000000,28.32,27.85,344702000,353575000,0,0.61075416519,0.330778092875,0.262717121588,0.21577011698,0.275146224743,29860000000,23716000000,19478000000,0.267524813896,0.21577011698
GOOGL,2015-12-31,74989000000,0,28164000000,46825000000,12282000000,15183000000,27465000000,19360000000,104000000,19651000000,3303000000,0,0,16348000000,522000000,16348000000,24.63,24.34,343241000,349150000,0.134612630674,0.624424915654,0.325687767539,0.258171198442,0.218005307445,0.211671045087,24423000000,19360000000,16348000000,0.262051767593,0.218005307445
GOOGL,2014-12-31,66001000000,0.188800230552,25691000000,40310000000,9832000000,13982000000,23814000000,16496000000,0,17775000000,3639000000,0,-516000000,14136000000,0,14136000000,20.91,20.57,678365654,675935000,0,0.6107,0.345,0.2693,0.214,0.1828,22754000000,17775000000,14136000000,0.2693,0.2142
GOOGL,2013-12-31,55519000000,0.205912378636,21993000000,33526000000,7137000000,10986000000,18123000000,15403000000,0,15472000000,2739000000,0,427000000,12733000000,0,12733000000,19.13,18.79,668174818,665692000,0,0.6039,0.35,0.2787,0.229,0.1775,19411000000,15472000000,12733000000,0.2787,0.2293
GOOGL,2012-12-31,46039000000,0.21458910434,17176000000,28863000000,6083000000,8946000000,15029000000,13834000000,0,13653000000,2916000000,0,816000000,10737000000,0,10737000000,16.41,16.16,657188384,654426000,0,0.6269,0.361,0.2966,0.233,0.0603,16615000000,13653000000,10737000000,0.2966,0.2332
GOOGL,2011-12-31,37905000000,0.29275945568,13188000000,24717000000,5162000000,7313000000,12975000000,11742000000,0,12326000000,2589000000,0,0,9737000000,0,9737000000,15.085,14.88,647774982,647774982,0,0.6521,0.374,0.3252,0.257,0.2434,14177000000,12326000000,9737000000,0.3252,0.2569
GOOGL,2010-12-31,29321000000,0.239736163376,10417000000,18904000000,3762000000,4761000000,8523000000,10381000000,0,10796000000,2291000000,0,0,8505000000,0,8505000000,13.345,13.155,639550228,639550228,0,0.6447,0.416,0.3682,0.29,0.2045,12192000000,10796000000,8505000000,0.3682,0.2901
GOOGL,2009-12-31,23651000000,0.0851,8844000000,14807000000,2843000000,3652000000,6495000000,8312000000,0,8381000000,1861000000,0,0,6520000000,0,6520000000,10.31,10.205,634540710,634540710,0,0.6261,0.419,0.3544,0.276,0.3596,9905000000,8381000000,6520000000,0.3544,0.2757
HD,2020-02-02,1.10225E+11,0,72653000000,37572000000,0,19740000000,21729000000,15843000000,1201000000,14715000000,3473000000,0,0,11242000000,0,11242000000,10.29,10.25,1093000000,1097000000,5.43117593437,0.340866409617,0.16456339306,0.143733272851,0.101991381266,0.10020412792,18139000000,15843000000,11242000000,0.133499659787,0.101991381266
HD,2019-02-03,1.08203E+11,0,71043000000,37160000000,0,19513000000,21630000000,15530000000,1051000000,14556000000,3435000000,0,0,11121000000,0,11121000000,9.78,9.73,1137000000,1143000000,4.1154855643,0.343428555585,0.163415062429,0.143526519597,0.102779035701,0.0979270445367,17682000000,15530000000,11121000000,0.134524920751,0.102779035701
HD,2018-01-28,1.00904E+11,0,66548000000,34356000000,0,17864000000,19675000000,14681000000,1057000000,13698000000,5068000000,0,0,8630000000,0,8630000000,7.33,7.29,1178000000,1184000000,3.55743243243,0.340482042337,0.165929992865,0.145494727662,0.08552683739,0.100432093871,16743000000,14681000000,8630000000,0.135752794736,0.08552683739
HD,2017-01-29,94595000000,0,62282000000,32313000000,0,17132000000,18886000000,13427000000,972000000,12491000000,4534000000,0,0,7957000000,0,7957000000,6.47,6.45,1229000000,1234000000,2.7585089141,0.341593107458,0.162799302289,0.141941963106,0.0841164966436,0.086283630213,15400000000,13427000000,7957000000,0.132047148369,0.0841164966436
HD,2016-01-31,88519000000,0,58254000000,30265000000,0,16801000000,18491000000,11774000000,919000000,11021000000,4012000000,0,0,7009000000,0,7009000000,5.49,5.46,1277000000,1283000000,2.36243180047,0.341903998012,0.154057321027,0.13301099199,0.0791807408579,0.0889074661937,13637000000,11774000000,7009000000,0.1245043437,0.0791807408579
HD,2015-02-01,83176000000,0,54222000000,28954000000,0,16834000000,18485000000,10469000000,830000000,9976000000,3631000000,0,0,6345000000,0,6345000000,4.74,4.71,1338000000,1346000000,1.87964338782,0.34810522266,0.147338174473,0.125865634318,0.0762840242378,0.081754352217,12255000000,10469000000,6345000000,0.119938443782,0.0762840242378
HD,2014-02-02,78812000000,0,51422000000,27390000000,0,16597000000,18224000000,9166000000,711000000,7770000000,3082000000,0,0,5385000000,0,5385000000,3.78,3.76,1425000000,1434000000,1.56415620642,0.347535908237,0.138595645333,0.116302085977,0.0683271583008,0.0791630716135,10923000000,9166000000,5385000000,0.0985890473532,0.0683271583008
HD,2013-02-03,74754000000,0,48912000000,25842000000,0,16508000000,18076000000,7766000000,632000000,7221000000,2686000000,0,0,4535000000,0,4535000000,3.03,3,1499000000,1511000000,1.15354070152,0.345693875913,0.126414640019,0.103887417396,0.0606656499987,0.0757551435375,9450000000,7766000000,4535000000,0.0965968376274,0.0606656499987
HD,2012-01-29,70395000000,0,46133000000,24262000000,0,16028000000,17601000000,6661000000,606000000,6068000000,2185000000,0,0,3883000000,0,3883000000,2.49,2.47,1562000000,1570000000,1.03949044586,0.344655160168,0.118516940124,0.0946231976703,0.0551601676255,0.0771361602387,8343000000,6661000000,3883000000,0.0861993039278,0.0551601676255
HD,2011-01-30,67997000000,0,44693000000,23304000000,0,15849000000,17465000000,5839000000,530000000,5273000000,1935000000,0,0,3338000000,0,3338000000,2.03,2.01,1648000000,1658000000,0.946320868516,0.342721002397,0.111137256055,0.0858714355045,0.0490904010471,0.0513110872538,7557000000,5839000000,3338000000,0.077547538862,0.0490904010471
HD,2010-01-31,66176000000,0,43764000000,22412000000,0,15902000000,17609000000,4803000000,676000000,3982000000,1362000000,0,0,2661000000,0,2661000000,1.58,1.57,1683000000,1692000000,0.901300236407,0.338672630561,0.0998700435203,0.0725791827853,0.0402109526112,0.0628475580271,6609000000,4803000000,2661000000,0.0601728723404,0.0402109526112
INTC,2019-12-28,71965000000,0,29825000000,42140000000,13362000000,6150000000,20105000000,22035000000,489000000,24058000000,3010000000,0,0,21048000000,0,21048000000,4.77,4.71,4417000000,4473000000,1.24659065504,0.585562426179,0.456624748141,0.306190509275,0.292475508928,0.235281039394,32861000000,22035000000,21048000000,0.334301396512,0.292475508928
INTC,2018-12-29,70848000000,0,27111000000,43737000000,13543000000,6750000000,20421000000,23316000000,468000000,23317000000,2264000000,0,0,21053000000,0,21053000000,4.57,4.48,4611000000,4701000000,1.17868538609,0.617335704607,0.457331187895,0.329098915989,0.29715729449,0.201148938573,32401000000,23316000000,21053000000,0.329113030714,0.29715729449
